x,y,z
0.10291,0.133066,0.718926
0.140117,0.0841797,0.628047
0.157578,0.0397656,0.580098
0.154375,0.00326172,0.605488
0.12291,-0.0281641,0.692227
0.0711914,-0.0417383,0.799863
0.021582,-0.0385352,0.904043
-0.0349023,-0.0261914,1.02869
-0.0923633,0.00173828,1.16244
-0.14125,0.0446094,1.26666
-0.172754,0.0955469,1.32658
-0.17168,0.15125,1.36576
-0.148203,0.211816,1.32848
-0.116836,0.238574,1.2166
-0.0603125,0.236895,1.13283
-0.0046875,0.228613,1.00305
0.0472461,0.18584,0.846797
0.100137,0.129395,0.730254
0.140664,0.0831055,0.643672
0.156895,0.0399023,0.58584
0.154023,-0.00644531,0.600449
0.124375,-0.0377734,0.682246
0.0792969,-0.0543359,0.792266
0.0267578,-0.0447656,0.900879
-0.0254297,-0.0286914,1.02996
-0.0792969,-0.00947266,1.16584
-0.137187,0.0206055,1.27574
-0.179805,0.0751563,1.33459
-0.178125,0.134238,1.36926
-0.148594,0.194082,1.34279
-0.122422,0.222598,1.19922
-0.0615039,0.211973,1.1216
0.00517578,0.204277,1.04441
0.0537695,0.185859,0.867246
0.106797,0.13127,0.729531
0.147617,0.0780664,0.64668
0.159375,0.0330469,0.576953
0.152969,-0.0127344,0.579648
0.129902,-0.0501172,0.655703
0.0829297,-0.0664062,0.764961
0.0272266,-0.0569922,0.88418
-0.0273047,-0.0373047,1.01355
-0.0773242,-0.0142773,1.1482
-0.126777,0.0150781,1.25994
-0.172617,0.0599023,1.32402
-0.184004,0.118301,1.34723
-0.14416,0.17,1.33828
-0.116934,0.197988,1.19539
-0.0730664,0.188262,1.08217
-0.00349609,0.181152,1.05598
0.0557422,0.175039,0.88666
0.105234,0.129199,0.71625
0.142266,0.0776758,0.640684
0.163945,0.0377344,0.577148
0.159062,-0.00316406,0.562871
0.129766,-0.0340039,0.640684
0.0831836,-0.0391406,0.755254
0.0253125,-0.0273828,0.871543
-0.0253711,-0.00898438,1.00881
-0.0773047,0.0110156,1.14629
-0.12373,0.0279688,1.25646
-0.16293,0.0546094,1.33738
-0.188906,0.105332,1.34953
-0.150547,0.153281,1.34332
-0.120176,0.183906,1.2376
-0.0849609,0.18416,1.06404
-0.00537109,0.164766,1.05631
0.0638867,0.164902,0.945137
0.109512,0.143613,0.729434
0.146523,0.0923438,0.637031
0.165605,0.0563086,0.581777
0.156367,0.0287695,0.551367
0.131602,-0.0078125,0.616172
0.0891797,-0.0195898,0.741152
0.0347266,-0.00873047,0.868008
-0.0186914,0.00460937,1.01201
-0.0732422,0.0193359,1.14988
-0.123457,0.0285742,1.26014
-0.161191,0.0445508,1.34697
-0.191719,0.0925781,1.36047
-0.164531,0.138828,1.33887
-0.121816,0.159688,1.26375
-0.096582,0.166504,1.06975
-0.0237695,0.146719,1.0365
0.0573633,0.147832,0.995684
0.107188,0.143555,0.757891
0.14252,0.101387,0.62375
0.163867,0.0623047,0.579336
0.163359,0.029082,0.538633
0.137207,-0.00597656,0.580215
0.0973242,-0.0220508,0.708438
0.0379688,-0.0144336,0.844277
-0.016875,-0.00826172,0.997812
-0.0759375,-0.0003125,1.14307
-0.130234,0.00951172,1.25457
-0.162754,0.0255273,1.34643
-0.189922,0.0701367,1.36518
-0.177168,0.121328,1.33266
-0.123887,0.143418,1.26957
-0.104277,0.150332,1.0801
-0.0379102,0.130938,1.02781
0.0523242,0.134609,1.01191
0.109609,0.135918,0.77957
0.144063,0.0935742,0.622715
0.164004,0.0544531,0.574668
0.16668,0.0269336,0.53416
0.13998,-0.02,0.561992
0.101016,-0.0465039,0.684688
0.0450977,-0.0423242,0.830488
-0.0131055,-0.0337891,0.991074
-0.0680859,-0.01875,1.14773
-0.124023,-0.000507813,1.25934
-0.161367,0.0186719,1.34773
-0.188965,0.0721289,1.37232
-0.172207,0.125742,1.34334
-0.129668,0.150742,1.27145
-0.112656,0.15291,1.08412
-0.0416016,0.125703,1.0442
0.0479688,0.134883,1.0165
0.105098,0.138086,0.783047
0.14293,0.0888867,0.63123
0.167461,0.0485156,0.582012
0.174355,0.0114258,0.536094
0.148184,-0.0419336,0.561992
0.108301,-0.0736133,0.680898
0.0485742,-0.0658594,0.829277
-0.0150586,-0.0526758,0.987637
-0.0708594,-0.0312695,1.14377
-0.127129,-0.00478516,1.26029
-0.161074,0.0222266,1.34799
-0.188633,0.0796484,1.37504
-0.165977,0.138203,1.35971
-0.128809,0.171875,1.26617
-0.106582,0.168633,1.08244
-0.0341602,0.138691,1.07006
0.0416211,0.150879,0.998809
0.104902,0.136172,0.770723
0.148301,0.0823047,0.648027
0.166953,0.0414844,0.588633
0.168652,-0.00490234,0.541113
0.148242,-0.0566992,0.576445
0.104434,-0.0861914,0.692168
0.0504492,-0.082832,0.835449
-0.00779297,-0.0635938,0.985449
-0.068457,-0.0357422,1.13254
-0.123672,-0.00591797,1.25188
-0.165703,0.0331445,1.33162
-0.18252,0.0932227,1.36861
-0.151523,0.154688,1.36211
-0.126973,0.188652,1.24334
-0.10207,0.17834,1.09393
-0.0304102,0.158398,1.08502
0.0378516,0.167695,0.960234
0.0975195,0.135801,0.759727
0.142266,0.0819141,0.659551
0.168926,0.0387695,0.589883
0.169277,-0.0158008,0.548613
0.147578,-0.0741602,0.593125
0.105703,-0.0987305,0.70125
0.0475,-0.0925391,0.837109
-0.00679687,-0.0732617,0.979824
-0.0629688,-0.043418,1.11809
-0.117871,-0.0102148,1.23943
-0.166875,0.0412695,1.32268
-0.182637,0.108672,1.36004
-0.151895,0.171172,1.35906
-0.132324,0.208047,1.23521
-0.0968555,0.192344,1.10221
-0.0251172,0.169434,1.08074
0.0385938,0.173945,0.94332
0.0983984,0.133516,0.759473
0.141523,0.0801172,0.664375
0.165684,0.0389844,0.590391
0.168418,-0.0192578,0.558281
0.146289,-0.0708008,0.609258
0.105703,-0.0966406,0.716426
0.0532031,-0.0914648,0.84209
-0.00576172,-0.07,0.976758
-0.0659961,-0.0367773,1.11945
-0.121367,-0.00208984,1.24029
-0.161855,0.04625,1.32303
-0.174512,0.115957,1.35799
-0.143105,0.17873,1.35955
-0.125391,0.217988,1.25404
-0.102832,0.206387,1.10836
-0.0299609,0.180488,1.08375
0.0376758,0.180859,0.955684
0.0914648,0.140098,0.765898
0.138262,0.0835938,0.667832
0.162949,0.0414062,0.597422
0.165996,-0.0120898,0.561621
0.151211,-0.0726563,0.614102
0.111992,-0.0963867,0.720137
0.0525391,-0.0863672,0.846641
-0.00650391,-0.0671484,0.983652
-0.0570703,-0.0391602,1.12254
-0.115586,-0.00345703,1.23641
-0.164824,0.0441797,1.32314
-0.183418,0.118125,1.35619
-0.156172,0.18627,1.35463
-0.12752,0.226875,1.26545
-0.108848,0.215508,1.10236
-0.0390039,0.174082,1.07703
0.0280664,0.178535,0.984746
0.0847461,0.150371,0.774551
0.135254,0.0893945,0.663535
0.165156,0.0459961,0.600566
0.169531,-0.0110547,0.555039
0.151055,-0.0724023,0.598574
0.11207,-0.100859,0.709688
0.0571875,-0.093418,0.835527
-0.00261719,-0.0718945,0.970313
-0.0583398,-0.0370313,1.11201
-0.111836,-0.00515625,1.22641
-0.155488,0.0350195,1.31568
-0.18,0.111582,1.35346
-0.157402,0.185508,1.34391
-0.126309,0.223574,1.27533
-0.107109,0.21582,1.09982
-0.0389648,0.170059,1.05795
0.0357031,0.168203,1.00084
0.0907422,0.151289,0.785684
0.134961,0.0905273,0.654102
0.163711,0.0408594,0.595566
0.173906,-0.00818359,0.550195
0.156777,-0.0692383,0.587715
0.120723,-0.106914,0.701504
0.0598242,-0.103574,0.828516
-0.00443359,-0.0806641,0.96666
-0.0594531,-0.0473242,1.11088
-0.115625,-0.0149414,1.22135
-0.154648,0.0261719,1.31342
-0.182227,0.099043,1.35762
-0.169355,0.178613,1.3352
-0.125977,0.217637,1.2848
-0.109375,0.215898,1.11492
